move,eval_real,eval_generated,unknow_acc,unk_pieces,our_pieces,ennemy_pieces
1181,-0.0891,-0.0891,0.3,10,15,15
1183,-0.0891,-0.0755,0.4,10,15,15
1185,-0.0891,-0.0891,0.2,10,15,15
1187,-0.0891,-0.0484,0.1,10,15,15
1189,-0.0891,-0.0891,0.2,10,15,15
1191,-0.0891,-0.0755,0.2,10,15,15
1193,-0.0891,-0.0891,0.3,10,15,15
1195,-0.0891,-0.0891,0.3,10,15,15
1197,-0.0891,-0.0891,0.3,10,15,15
1199,-0.0891,-0.0891,0.7,10,15,15
1201,-0.0891,-0.0891,0.3,10,15,15
1203,-0.0891,-0.0755,0.4,10,15,15
1205,-0.0891,-0.0891,0.3,10,15,15
1207,-0.0891,-0.0891,0.4,10,15,15
1209,-0.0891,-0.0891,0.2,10,15,15
1211,-0.0891,-0.0755,0.4,10,15,15
1213,-0.0891,-0.0755,0.1,10,15,15
1215,-0.0891,-0.0755,0.2,10,15,15
1217,-0.0891,-0.0484,0.3,10,15,15
1219,-0.0891,-0.0755,0.1,10,15,15
1221,-0.0891,-0.0755,0.2,10,15,15
1223,-0.0891,-0.0891,0.2,10,15,15
1225,-0.0891,-0.0891,0.3,10,15,15
1227,-0.0891,-0.0755,0.4,10,15,15
1229,-0.0891,-0.0891,0.3,10,15,15
1231,-0.0891,-0.0891,0.2,10,15,15
1233,-0.0891,-0.0755,0.3,10,15,15
1235,-0.0891,-0.0484,0.2,10,15,15
1237,-0.0891,-0.0755,0.2,10,15,15
1239,-0.0891,-0.0891,0.4,10,15,15
1241,-0.0891,-0.0755,0.4,10,15,15
1243,-0.0891,-0.0755,0.4,10,15,15
1245,-0.0891,-0.0891,0.2,10,15,15
1247,-0.0891,-0.0891,0.4,10,15,15
1249,-0.0891,-0.0891,0.2,10,15,15
1251,-0.0891,-0.0755,0.2,10,15,15
1253,-0.0891,-0.0891,0.4,10,15,15
1255,-0.0891,-0.0891,0.2,10,15,15
1257,-0.0891,-0.0891,0.3,10,15,15
1259,-0.0891,-0.0891,0.3,10,15,15
1261,-0.0891,-0.0891,0.3,10,15,15
1263,-0.0891,-0.0755,0.0,10,15,15
1265,-0.0891,-0.0755,0.2,10,15,15
1267,-0.0891,-0.0755,0.3,10,15,15
1269,-0.0891,-0.0891,0.2,10,15,15
1271,-0.0891,-0.0891,0.3,10,15,15
1273,-0.0891,-0.0484,0.2,10,15,15
1275,-0.0891,-0.0755,0.3,10,15,15
1277,-0.0891,-0.0755,0.3,10,15,15
1279,-0.0891,-0.0755,0.1,10,15,15
1281,-0.0891,-0.0891,0.3,10,15,15
1283,-0.0891,-0.0755,0.4,10,15,15
1285,-0.0891,-0.0755,0.5,10,15,15
1287,-0.0891,-0.0755,0.3,10,15,15
1289,-0.0891,-0.0755,0.2,10,15,15
1291,-0.0891,-0.0755,0.4,10,15,15
1293,-0.0891,-0.0755,0.2,10,15,15
1295,-0.0891,-0.0755,0.3,10,15,15
1297,-0.0891,-0.0891,0.2,10,15,15
1299,-0.0891,-0.0891,0.3,10,15,15
1301,-0.0891,-0.0891,0.5,10,15,15
1303,-0.0891,-0.0755,0.3,10,15,15
1305,-0.0891,-0.0755,0.2,10,15,15
1307,-0.0891,-0.0755,0.3,10,15,15
1309,-0.0891,-0.0891,0.5,10,15,15
1311,-0.0891,-0.0484,0.3,10,15,15
1313,-0.0891,-0.0755,0.1,10,15,15
1315,-0.0891,-0.0891,0.4,10,15,15
1317,-0.0891,-0.0755,0.1,10,15,15
1319,-0.0891,-0.0755,0.2,10,15,15
1321,-0.0891,-0.0891,0.4,10,15,15
1323,-0.0891,-0.0755,0.5,10,15,15
1325,-0.0891,-0.0891,0.4,10,15,15
1327,-0.0891,-0.0484,0.4,10,15,15
1329,-0.0891,-0.0755,0.2,10,15,15
1331,-0.0891,-0.0755,0.3,10,15,15
1333,-0.0891,-0.0755,0.2,10,15,15
1335,-0.0891,-0.0891,0.3,10,15,15
1337,-0.0891,-0.0755,0.2,10,15,15
1339,-0.0891,-0.0755,0.2,10,15,15
1341,-0.0891,-0.0891,0.4,10,15,15
1343,-0.0891,-0.0755,0.3,10,15,15
1345,-0.0891,-0.0755,0.3,10,15,15
1347,-0.0891,-0.0891,0.4,10,15,15
1349,-0.0891,-0.0755,0.2,10,15,15
1351,-0.0891,-0.0891,0.4,10,15,15
1353,-0.0891,-0.0891,0.2,10,15,15
1355,-0.0891,-0.0891,0.3,10,15,15
1357,-0.0891,-0.0755,0.1,10,15,15
1359,-0.0891,-0.0891,0.4,10,15,15
1361,-0.0891,-0.0891,0.3,10,15,15
1363,-0.0891,-0.0891,0.3,10,15,15
1365,-0.0891,-0.0755,0.2,10,15,15
1367,-0.0891,-0.0755,0.2,10,15,15
1369,-0.0891,-0.0891,0.2,10,15,15
1371,-0.0891,-0.0755,0.3,10,15,15
1373,-0.0891,-0.0891,0.4,10,15,15
1375,-0.0891,-0.0891,0.3,10,15,15
1377,-0.0891,-0.0755,0.3,10,15,15
1379,-0.0891,-0.0891,0.5,10,15,15
1381,-0.0891,-0.0755,0.2,10,15,15
1383,-0.0891,-0.0891,0.3,10,15,15
1385,-0.0891,-0.0891,0.2,10,15,15
1387,-0.0891,-0.0891,0.1,10,15,15
1389,-0.0891,-0.0891,0.1,10,15,15
1391,-0.0891,-0.0891,0.2,10,15,15
1393,-0.0891,-0.0755,0.3,10,15,15
1395,-0.0891,-0.0755,0.3,10,15,15
1397,-0.0891,-0.0755,0.2,10,15,15
1399,-0.0891,-0.0891,0.3,10,15,15
1401,-0.0891,-0.0484,0.3,10,15,15
1403,-0.0891,-0.0891,0.4,10,15,15
1405,-0.0891,-0.0755,0.3,10,15,15
1407,-0.0891,-0.0755,0.3,10,15,15
1409,-0.0891,-0.0755,0.3,10,15,15
1411,-0.0891,-0.0755,0.4,10,15,15
1413,-0.0891,-0.0891,0.4,10,15,15
1415,-0.0891,-0.0891,0.2,10,15,15
1417,-0.0891,-0.0891,0.2,10,15,15
1419,-0.0891,-0.0484,0.0,10,15,15
1421,-0.0891,-0.0755,0.2,10,15,15
1423,-0.0891,-0.0891,0.3,10,15,15
1425,-0.0891,-0.0891,0.2,10,15,15
1427,-0.0891,-0.0755,0.1,10,15,15
1429,-0.0891,-0.0891,0.3,10,15,15
1431,-0.0891,-0.0755,0.1,10,15,15
1433,-0.0891,-0.0755,0.2,10,15,15
1435,-0.0891,-0.0891,0.4,10,15,15
1437,-0.0891,-0.0755,0.4,10,15,15
1439,-0.0891,-0.0755,0.3,10,15,15
1441,-0.0891,-0.0755,0.3,10,15,15
1443,-0.0891,-0.0484,0.3,10,15,15
1445,-0.0891,-0.0891,0.2,10,15,15
1447,-0.0891,-0.0755,0.3,10,15,15
1449,-0.0891,-0.0891,0.2,10,15,15
1451,-0.0891,-0.0755,0.3,10,15,15
1453,-0.0891,-0.0891,0.2,10,15,15
1455,-0.0891,-0.0891,0.4,10,15,15
1457,-0.0891,-0.0755,0.1,10,15,15
1459,-0.0891,-0.0755,0.3,10,15,15
1461,-0.0891,-0.0755,0.2,10,15,15
1463,-0.0891,-0.0755,0.2,10,15,15
1465,-0.0891,-0.0755,0.2,10,15,15
1467,-0.0891,-0.0891,0.4,10,15,15
1469,-0.0891,-0.0891,0.4,10,15,15
1471,-0.0891,-0.0484,0.5,10,15,15
1473,-0.0891,-0.0891,0.3,10,15,15
1475,-0.0891,-0.0755,0.2,10,15,15
1477,-0.0891,-0.0755,0.3,10,15,15
1479,-0.0891,-0.0891,0.5,10,15,15
1481,-0.0891,-0.0755,0.2,10,15,15
1483,-0.0891,-0.0891,0.3,10,15,15
1485,-0.0891,-0.0755,0.3,10,15,15
1487,-0.0891,-0.0891,0.4,10,15,15
1489,-0.0891,-0.0891,0.3,10,15,15
1491,-0.0891,-0.0755,0.2,10,15,15
1493,-0.0891,-0.0755,0.3,10,15,15
1495,-0.0891,-0.0891,0.3,10,15,15
1497,-0.0891,-0.0891,0.4,10,15,15
1499,-0.0891,-0.0755,0.4,10,15,15
